model,q_over_M,a_over_M,branch,branch_label,A_Kerr,B_Kerr,Omega_Kerr_abs,lambda_Kerr,Omega_perturbed,lambda_perturbed
toy_rotating_residual_placeholder,0.10632911392405062,0.3,1,prograde,0.0010435327671847456,-0.0005692510815574426,0.2190481440463322,0.19067106122277439,0.21927672796223555,0.19056252151495162
toy_rotating_residual_placeholder,0.11075949367088606,0.3,1,prograde,0.0011323055199487257,-0.0006176769548149332,0.2190481440463322,0.19067106122277439,0.2192961734689704,0.19055328810230696
toy_rotating_residual_placeholder,0.1151898734177215,0.3,1,prograde,0.0012247016503765416,-0.0006680793943278318,0.2190481440463322,0.19067106122277439,0.21931641266985766,0.19054367781567683
toy_rotating_residual_placeholder,0.11962025316455695,0.3,1,prograde,0.0013207211584681938,-0.0007204584000961383,0.2190481440463322,0.19067106122277439,0.21933744556489737,0.19053369065506118
toy_rotating_residual_placeholder,0.12405063291139239,0.3,1,prograde,0.0014203640442236817,-0.0007748139721198523,0.2190481440463322,0.19067106122277439,0.2193592721540895,0.19052332662046007
toy_rotating_residual_placeholder,0.12848101265822784,0.3,1,prograde,0.0015236303076430055,-0.0008311461103989743,0.2190481440463322,0.19067106122277439,0.2193818924374341,0.19051258571187343
toy_rotating_residual_placeholder,0.13291139240506328,0.3,1,prograde,0.0016305199487261653,-0.0008894548149335042,0.2190481440463322,0.19067106122277439,0.21940530641493117,0.1905014679293013
toy_rotating_residual_placeholder,0.13734177215189872,0.3,1,prograde,0.0017410329674731608,-0.0009497400857234415,0.2190481440463322,0.19067106122277439,0.21942951408658068,0.1904899732727437
toy_rotating_residual_placeholder,0.14177215189873416,0.3,1,prograde,0.0018551693638839922,-0.0010120019227687867,0.2190481440463322,0.19067106122277439,0.2194545154523826,0.1904781017422006
toy_rotating_residual_placeholder,0.1462025316455696,0.3,1,prograde,0.0019729291379586597,-0.0010762403260695399,0.2190481440463322,0.19067106122277439,0.21948031051233696,0.19046585333767196
toy_rotating_residual_placeholder,0.15063291139240503,0.3,1,prograde,0.002094312289697163,-0.0011424552956257005,0.2190481440463322,0.19067106122277439,0.2195068992664438,0.19045322805915785
toy_rotating_residual_placeholder,0.15506329113924047,0.3,1,prograde,0.002219318819099502,-0.001210646831437269,0.2190481440463322,0.19067106122277439,0.21953428171470304,0.19044022590665827
toy_rotating_residual_placeholder,0.1594936708860759,0.3,1,prograde,0.0023479487261656774,-0.0012808149335042456,0.2190481440463322,0.19067106122277439,0.21956245785711473,0.19042684688017314
toy_rotating_residual_placeholder,0.16392405063291138,0.3,1,prograde,0.0024802020108956892,-0.0013529596018266301,0.2190481440463322,0.19067106122277439,0.21959142769367884,0.19041309097970258
toy_rotating_residual_placeholder,0.16835443037974682,0.3,1,prograde,0.002616078673289536,-0.0014270808364044221,0.2190481440463322,0.19067106122277439,0.21962119122439547,0.19039895820524647
toy_rotating_residual_placeholder,0.17278481012658226,0.3,1,prograde,0.002755578713347219,-0.0015031786372376216,0.2190481440463322,0.19067106122277439,0.2196517484492645,0.1903844485568049
toy_rotating_residual_placeholder,0.1772151898734177,0.3,1,prograde,0.002898702131068738,-0.0015812530043262294,0.2190481440463322,0.19067106122277439,0.21968309936828592,0.1903695620343778
toy_rotating_residual_placeholder,0.18164556962025313,0.3,1,prograde,0.0030454489264540928,-0.0016613039376702447,0.2190481440463322,0.19067106122277439,0.21971524398145986,0.1903542986379652
toy_rotating_residual_placeholder,0.18607594936708857,0.3,1,prograde,0.0031958190995032836,-0.0017433314372696678,0.2190481440463322,0.19067106122277439,0.21974818228878623,0.19033865836756714
toy_rotating_residual_placeholder,0.190506329113924,0.3,1,prograde,0.00334981265021631,-0.0018273355031244985,0.2190481440463322,0.19067106122277439,0.219781914290265,0.19032264122318357
toy_rotating_residual_placeholder,0.19493670886075948,0.3,1,prograde,0.003507429578593173,-0.0019133161352347377,0.2190481440463322,0.19067106122277439,0.2198164399858962,0.19030624720481454
toy_rotating_residual_placeholder,0.19936708860759492,0.3,1,prograde,0.003668669884633872,-0.0020012733336003843,0.2190481440463322,0.19067106122277439,0.21985175937567988,0.19028947631245996
toy_rotating_residual_placeholder,0.20379746835443036,0.3,1,prograde,0.0038335335683384064,-0.0020912070982214382,0.2190481440463322,0.19067106122277439,0.21988787245961602,0.19027232854611992
toy_rotating_residual_placeholder,0.2082278481012658,0.3,1,prograde,0.004002020629706776,-0.0021831174290979,0.2190481440463322,0.19067106122277439,0.21992477923770457,0.19025480390579436
toy_rotating_residual_placeholder,0.21265822784810123,0.3,1,prograde,0.004174131068738983,-0.00227700432622977,0.2190481440463322,0.19067106122277439,0.21996247970994556,0.1902369023914833
toy_rotating_residual_placeholder,0.21708860759493667,0.3,1,prograde,0.004349864885435024,-0.0023728677896170474,0.2190481440463322,0.19067106122277439,0.22000097387633905,0.19021862400318676
toy_rotating_residual_placeholder,0.2215189873417721,0.3,1,prograde,0.004529222079794903,-0.002470707819259733,0.2190481440463322,0.19067106122277439,0.22004026173688496,0.19019996874090472
toy_rotating_residual_placeholder,0.22594936708860755,0.3,1,prograde,0.004712202651818617,-0.0025705244151578263,0.2190481440463322,0.19067106122277439,0.22008034329158327,0.1901809366046372
toy_rotating_residual_placeholder,0.230379746835443,0.3,1,prograde,0.004898806601506166,-0.0026723175773113272,0.2190481440463322,0.19067106122277439,0.220121218540434,0.19016152759438415
toy_rotating_residual_placeholder,0.23481012658227846,0.3,1,prograde,0.005089033928857554,-0.0027760873057202365,0.2190481440463322,0.19067106122277439,0.22016288748343726,0.19014174171014564
